('dólar', 'n') 1.0
('desequilibrios', 'n') 0.035533443638846106
('castellano', 'n') 0.035533431327108435
('director', 'n') 0.03506925620027783
('propiedad', 'n') 0.03489304804722532
('definición', 'n') 0.03481551903770267
('construcción', 'n') 0.0348155116218721
('actitud', 'n') 0.034815508335180406
('gerente', 'n') 0.03481550726124873
('mesa', 'n') 0.03464280788696649
('hombre', 'n') 0.03458570794860995
('hambre', 'n') 0.034286255664994686
('declaración', 'n') 0.034139415438293116
('acceso', 'n') 0.0341393896846308
('oscar', 'n') 0.034139386073963565
('pueblo', 'n') 0.03381586787311885
('presidente', 'n') 0.033576110283356386
('vigilancia', 'n') 0.03350125715530251
('entrada', 'n') 0.03350125433683502
('crítica', 'n') 0.03350124172638937
('actividad', 'n') 0.033432539846935526
('razón', 'n') 0.03343243321332251
('falta', 'n') 0.03289761534266345
('mauricio', 'n') 0.032897572647349944
('meta', 'n') 0.032897569458794164
('respuesta', 'n') 0.03289755775968506
('cooperación', 'n') 0.03289754213215009
('compra', 'n') 0.03280446602336416
('tierra', 'n') 0.03270398363300213
('importación', 'n') 0.03238753868223006
('doctor', 'n') 0.03232539428311749
('instalación', 'n') 0.03232539188310398
('década', 'n') 0.032325390813080994
('fuerza', 'n') 0.03232538460315965
('ahorro', 'n') 0.032141141352627585
('gente', 'n') 0.03190047198706273
('nombre', 'n') 0.031900467663818266
('región', 'n') 0.031782081559172004
('artículo', 'n') 0.03178207666729086
('ajuste', 'n') 0.031782071911581396
('servicio', 'n') 0.03165590814090143
('manera', 'n') 0.031520577660241064
('opinión', 'n') 0.031434768816565865
('inversión', 'n') 0.031434763905358334
('justicia', 'n') 0.031378301520257786
('ambiente', 'n') 0.03126526154876105
('estrato', 'n') 0.030772908026706392
('lejana', 'n') 0.030772886038456466
('plano', 'n') 0.030772885909030427
('infraestructura', 'n') 0.03077286746783205
('muerto', 'n') 0.0307728661781219
('necesita', 'n') 0.030772863959465126
('romero', 'n') 0.030772863769470627
('principio', 'n') 0.030772863286749726
('fotografía', 'n') 0.030772862715457202
('encuentro', 'n') 0.030772860243178553
('invasor', 'n') 0.030772860131001778
('jesucristo', 'n') 0.03077285955274913
('invadidos', 'n') 0.03077285947265636
('automóvil', 'n') 0.030772857718975026
('ánimo', 'n') 0.030772857564955982
('razonamiento', 'n') 0.03077285748249647
('expediente', 'n') 0.03077285718226428
('legislativo', 'n') 0.03077285676603367
('parámetro', 'n') 0.030772856327117723
('orbe', 'n') 0.030772856084827577
('descubrimiento', 'n') 0.030772855878485963
('méxicoquerétaro', 'n') 0.03077285574762331
('formatos', 'n') 0.030772855669109565
('actor', 'n') 0.030772855637656502
('negativa', 'n') 0.030772855364217255
('responsable', 'n') 0.030772855313076636
('dependencia', 'n') 0.030772855032183383
('redocumentado', 'n') 0.030772854513684472
('convencidos', 'n') 0.030772854463285003
('aforo', 'n') 0.03077285403623357
('ilusión', 'n') 0.030772853724985626
('marea', 'n') 0.030772853345037314
('sección', 'n') 0.030772853266137275
('ciencia', 'n') 0.03077285293801547
('viento', 'n') 0.03077285288355272
('insuficiencia', 'n') 0.030772852456992253
('zócalo', 'n') 0.030772852394635442
('trato', 'n') 0.030772852187922972
('órbita', 'n') 0.030772852015459918
('inmueble', 'n') 0.030772851610866774
('simpatía', 'n') 0.030772851321882483
('sepa', 'n') 0.03077285130983411
('estacionamiento', 'n') 0.030772850532485525
('exceso', 'n') 0.030772850376597116
('homilía', 'n') 0.03077285003172376
('rubros', 'n') 0.030772849786108246
('francia', 'n') 0.03077284961924718
('técnica', 'n') 0.03077284953079165
('reestructura', 'n') 0.030772849072520276
('sindicalizados', 'n') 0.030772848983744577
('vendidos', 'n') 0.03077284871267951
('zavala', 'n') 0.030772848501151244
('quintero', 'n') 0.030772848079969144
('invadidas', 'n') 0.030772847465710462
('cultivo', 'n') 0.03077284701350021
('asistente', 'n') 0.03077284689162636
('sobrevivencia', 'n') 0.030772846753390287
('desequilibrio', 'n') 0.03077284663663248
('espalda', 'n') 0.030772846565985845
('instrumento', 'n') 0.030772845640528592
('elaborada', 'n') 0.030772845490205994
('impida', 'n') 0.030772845031006645
('plataforma', 'n') 0.03077284477641088
('derrota', 'n') 0.03077284464065473
('oposición', 'n') 0.03077284462833993
('lactosa', 'n') 0.030772843494746245
('copia', 'n') 0.03077284275386067
('proteja', 'n') 0.030772841782510163
('mercadeo', 'n') 0.03077284172103894
('aterrizaje', 'n') 0.03077283965784244
('apostados', 'n') 0.03077283877386984
('alemania', 'n') 0.030772838458668208
('acierto', 'n') 0.030772837390132143
('barrio', 'n') 0.030772836713279263
('calor', 'n') 0.03077283551106465
('virtud', 'n') 0.030772834522020495
('asamblea', 'n') 0.03056139974556811
('periodista', 'n') 0.030561382538689372
('punto', 'n') 0.030561377211903752
('proceso', 'n') 0.03035418204998656
('nueva', 'n') 0.030303031689170496
('contrario', 'n') 0.030303024846924792
('constitución', 'n') 0.03030302355202861
('causa', 'n') 0.030303022246371433
('rescate', 'n') 0.029854087761859074
('bmv', 'n') 0.029854077554612158
('escenario', 'n') 0.029854055604683863
('número', 'n') 0.029530028579950546
('hecho', 'n') 0.029424477159240587
('página', 'n') 0.029377959785464473
('aeropuerto', 'n') 0.02919375953109848
('citadino', 'n') 0.02901294926975237
('ascenso', 'n') 0.02901293798787529
('conjunto', 'n') 0.02901293502774622
('espectador', 'n') 0.029012933808886802
('préstamo', 'n') 0.02901293307403856
('volatilidad', 'n') 0.02901293286846433
('dificultad', 'n') 0.029012932787884235
('derecho', 'n') 0.029012932389487094
('enlaza', 'n') 0.0290129321450009
('liquidez', 'n') 0.029012931607462728
('corporativas', 'n') 0.029012931068962015
('auditorias', 'n') 0.029012930985791663
('estabilización', 'n') 0.02901293052935084
('liévano', 'n') 0.029012929960374807
('insumo', 'n') 0.029012929284286313
('hinojosa', 'n') 0.02901292806265384
('lácteas', 'n') 0.029012927503014225
('tribuna', 'n') 0.02901292705104339
('requerimiento', 'n') 0.02901292673873466
('calderón', 'n') 0.029012925278663785
('pasajero', 'n') 0.029012924904735928
('desempeño', 'n') 0.029012924615319048
('asambleísta', 'n') 0.029012923924779926
('recomendación', 'n') 0.029012923516601317
('finqueros', 'n') 0.02901292349013908
('metro', 'n') 0.029012922641015477
('víctima', 'n') 0.029012922564019664
('apoderado', 'n') 0.029012922545966862
('identificación', 'n') 0.02901292150372162
('nombramiento', 'n') 0.029012920345100106
('instrumentado', 'n') 0.029012919563790172
('rodrigo', 'n') 0.029012917596304467
('cláusula', 'n') 0.029012916145928734
('peña', 'n') 0.02901291605877486
('fantasía', 'n') 0.02901291499106751
('acento', 'n') 0.029012911048283806
('minúscula', 'n') 0.029012904323732356
('predio', 'n') 0.028813571282337278
('polvo', 'n') 0.028618199277236047
('ciudadano', 'n') 0.028618151120855098
('tipo', 'n') 0.028618143263285524
('capitalino', 'n') 0.028239153623840343
('mario', 'n') 0.028239126375200846
('congreso', 'n') 0.02823911568334481
('nación', 'n') 0.028239112389610178
('objetivo', 'n') 0.0278747219491911
('inactivas', 'n') 0.027524099054850152
('restrictiva', 'n') 0.027524088557266718
('objetivas', 'n') 0.027524086921078966
('ociosa', 'n') 0.027524085505622124
('farmacia', 'n') 0.027524083786854385
('revolucionario', 'n') 0.027524077838915566
('apoyo', 'n') 0.02737247635032466
('vez', 'n') 0.02735390741410639
('policía', 'n') 0.027076627585461095
('mensaje', 'n') 0.02686075913587007
('aumento', 'n') 0.026860742154254057
('denuncia', 'n') 0.02624322534583955
('procesamiento', 'n') 0.02624321744154938
('desabasto', 'n') 0.026243182702190615
('democratizadora', 'n') 0.026243180594179166
('calidad', 'n') 0.026243175428030185
('maría', 'n') 0.02624316121182391
('productiva', 'n') 0.02595002127803595
('informática', 'n') 0.025949973139901324
('california', 'n') 0.025666365372239493
('moral', 'n') 0.025666359440114757
('equipo', 'n') 0.0256663307966054
('computadora', 'n') 0.02560463566652367
('plana', 'n') 0.0254824771347884
('república', 'n') 0.025482408872295404
('vehículo', 'n') 0.02539183639634773
('investigación', 'n') 0.025361867424817913
('consecuencia', 'n') 0.025125950095120697
('solución', 'n') 0.025125945919640364
('funcionando', 'n') 0.02512594188346901
('carlos', 'n') 0.02512594116489446
('drama', 'n') 0.02512593866715971
('michel', 'n') 0.02512593751983008
('borde', 'n') 0.02512593609852535
('ofrecimiento', 'n') 0.025125932084175788
('parmistas', 'n') 0.025125930929502265
('representante', 'n') 0.025125930464075484
('europa', 'n') 0.025125929507344654
('utilización', 'n') 0.025125929114933093
('socioeconómicos', 'n') 0.025125928785401652
('esperanza', 'n') 0.025125928015140145
('suerte', 'n') 0.02512592757382036
('continuación', 'n') 0.02512592678163417
('juez', 'n') 0.025125926660642433
('reconocimiento', 'n') 0.025125926619304798
('hoja', 'n') 0.025125926311137407
('factor', 'n') 0.025125926309879296
('escasez', 'n') 0.025125926136164555
('expansión', 'n') 0.025125925280903294
('vicio', 'n') 0.025125924191795778
('alemán', 'n') 0.025125918978788235
('vicepresidente', 'n') 0.0251259180098259
('actuación', 'n') 0.02512591755346228
('objeto', 'n') 0.025125914871936838
('propuesta', 'n') 0.024375753185739743
('gonzález', 'n') 0.024375741568082452
('unidos', 'n') 0.024349268837812087
('consulta', 'n') 0.024140218876199895
('retraso', 'n') 0.024140217230423557
('desgracia', 'n') 0.02414021669838254
('fuente', 'n') 0.02414021664731991
('funcionamiento', 'n') 0.02414021586544867
('oxígeno', 'n') 0.02414021578984114
('china', 'n') 0.02414021461161803
('obrero', 'n') 0.024140214399930193
('guillermo', 'n') 0.024140213050773726
('arrendadora', 'n') 0.02414021300956888
('límite', 'n') 0.024140212616090447
('anuncio', 'n') 0.02414021255726538
('senador', 'n') 0.024140212499249983
('tijuana', 'n') 0.024140212111604747
('complejo', 'n') 0.024140211183905035
('moda', 'n') 0.024140211160351078
('onu', 'n') 0.02414021067473599
('riqueza', 'n') 0.024140210668076388
('sueldo', 'n') 0.02414021019299934
('vergüenza', 'n') 0.024140210083916938
('asesino', 'n') 0.024140209974290575
('evidencia', 'n') 0.024140209555014166
('comunidad', 'n') 0.024140208092127614
('senado', 'n') 0.0241402076229856
('muñoz', 'n') 0.024140206743151427
('urgencia', 'n') 0.02414020523906415
('sergio', 'n') 0.02414020376546513
('félix', 'n') 0.02414020061559297
('zedillo', 'n') 0.02368898240190062
('pasivos', 'n') 0.02368897653680403
('organización', 'n') 0.02358019269673509
('leyes', 'n') 0.02326212539036973
('desastre', 'n') 0.02326210206045807
('método', 'n') 0.023262101662688238
('presario', 'n') 0.023262098980662792
('rodolfo', 'n') 0.02326209878602036
('orientación', 'n') 0.023262096823386178
('vacación', 'n') 0.02326209278733468
('arco', 'n') 0.023262090907649743
('territorio', 'n') 0.023262089886535064
('financiero', 'n') 0.022727399547870016
('finanzas', 'n') 0.022473323508728445
('éxodo', 'n') 0.022473321513774833
('jornada', 'n') 0.022473319901765043
('cancún', 'n') 0.022473315354958882
('movimiento', 'n') 0.022288375455314605
('señor', 'n') 0.022147705900763853
('televisión', 'n') 0.02210789874679293
('violencia', 'n') 0.02175972756394177
('generación', 'n') 0.02175970780255643
('láctea', 'n') 0.02175970329026449
('vocero', 'n') 0.021759700382945852
('chirinos', 'n') 0.021759699544034013
('procedimiento', 'n') 0.021759693118075806
('conocimiento', 'n') 0.021759691080784637
('material', 'n') 0.02175969096483351
('pretexto', 'n') 0.021759690060009922
('viaje', 'n') 0.021759689245130564
('reacción', 'n') 0.02175968799807669
('intención', 'n') 0.02175968717103215
('palabra', 'n') 0.02175968606213417
('padre', 'n') 0.021759684613521013
('daño', 'n') 0.021759683271958874
('puente', 'n') 0.02175968240745653
('trabajo', 'n') 0.02146366660315635
('mexicana', 'n') 0.021427504020003568
('capacidad', 'n') 0.021427486073773084
('pobreza', 'n') 0.021266977901097665
('campesina', 'n') 0.02126697731198795
('tema', 'n') 0.02126697602267007
('político', 'n') 0.021110020583084015
('ejército', 'n') 0.021110011787679663
('presupuesto', 'n') 0.021110003032893915
('combate', 'n') 0.02111000138149455
('río', 'n') 0.021110001219203877
('estricto', 'n') 0.021110000093923754
('naturaleza', 'n') 0.021109999324996416
('lenguaje', 'n') 0.021109999164458375
('tesis', 'n') 0.021109999072404403
('comentario', 'n') 0.021109996392342612
('esquina', 'n') 0.021109995899287106
('compuertas', 'n') 0.02110999498885873
('lector', 'n') 0.02080628350073865
('víctor', 'n') 0.020515248392904955
('aniversario', 'n') 0.020515244450992523
('moneda', 'n') 0.020515244021964956
('multimedia', 'n') 0.020515242912372514
('canal', 'n') 0.020515242019660297
('pasión', 'n') 0.020515239686129515
('representación', 'n') 0.020515238298881865
('cómputo', 'n') 0.020515238236431223
('obra', 'n') 0.0205152380000111
('delincuente', 'n') 0.020515237656155587
('garantía', 'n') 0.020515236365018317
('educación', 'n') 0.020515234017169804
('suero', 'n') 0.01996814083907199
('acreedor', 'n') 0.01996808078195117
('protección', 'n') 0.01996807383789882
('bonos', 'n') 0.019968071536820023
('distribución', 'n') 0.019968069193331998
('millonario', 'n') 0.019968068214147042
('patrulla', 'n') 0.019968060790608526
('administración', 'n') 0.019838017386902097
('líder', 'n') 0.019462477400380627
('aburto', 'n') 0.019462469625262057
('billete', 'n') 0.019462467401771086
('micro', 'n') 0.01946246736630038
('superficie', 'n') 0.019462465789900376
('aspecto', 'n') 0.019462461718682007
('trámite', 'n') 0.019462458493313836
('italia', 'n') 0.019462457043476395
('roberto', 'n') 0.019462453823377412
('pie', 'n') 0.019462453379227047
('marco', 'n') 0.018993421562663117
('cuenta', 'n') 0.01899342061409939
('avance', 'n') 0.0189934202804235
('panista', 'n') 0.018993418253400826
('irregularidad', 'n') 0.018993416094158812
('alvarez', 'n') 0.01899341566165658
('roma', 'n') 0.01899341459812521
('enfrentamiento', 'n') 0.018993414494408136
('amigo', 'n') 0.018993414464924377
('ricardo', 'n') 0.01899341413524837
('centro', 'n') 0.018556773215026565
('independientes', 'n') 0.018556744430467068
('requisito', 'n') 0.018556739720529365
('época', 'n') 0.018556737548769252
('ruta', 'n') 0.018556734015915427
('importancia', 'n') 0.018556733140116768
('apertura', 'n') 0.018556732551302163
('tratado', 'n') 0.018556729576527858
('libertad', 'n') 0.01855672889446827
('marcha', 'n') 0.01855672873197737
('sequía', 'n') 0.018556727409928732
('comisión', 'n') 0.018349354604658873
('tortilla', 'n') 0.01814885069516424
('fuga', 'n') 0.018148846524227307
('carta', 'n') 0.01814884445544504
('lista', 'n') 0.018148842677297522
('solicitud', 'n') 0.018148842481498503
('fomento', 'n') 0.018148840476537337
('rico', 'n') 0.018148839156838296
('hambruna', 'n') 0.018148836963433983
('rumbo', 'n') 0.018062020230055497
('elección', 'n') 0.017860028408095717
('turismo', 'n') 0.01776672747809405
('alza', 'n') 0.017766722164657193
('representantes', 'n') 0.017766719411390824
('auxilio', 'n') 0.017766716667328677
('lucha', 'n') 0.017766714986697726
('primero', 'n') 0.017584585956676387
('seguimiento', 'n') 0.01740776262150962
('radio', 'n') 0.017407760878876175
('voto', 'n') 0.017407756459890657
('cargo', 'n') 0.01740775511456284
('dirigente', 'n') 0.017152332833387622
('ley', 'n') 0.017069713065421956
('puestos', 'n') 0.01706970757855624
('prd', 'n') 0.01706970555381816
('cuerpo', 'n') 0.01706970532881293
('secretaría', 'n') 0.016988285948336658
('red', 'n') 0.016988273158451514
('lara', 'n') 0.016448796228423528
('chiapaneco', 'n') 0.016448791556668174
('mujer', 'n') 0.01644879144349127
('vista', 'n') 0.016448785587623117
('juicio', 'n') 0.01644877839610941
('hijo', 'n') 0.01644877658755505
('manzana', 'n') 0.016375935063719513
('economista', 'n') 0.016162731187289867
('reducción', 'n') 0.01616270409209608
('carga', 'n') 0.01616269677111432
('pesar', 'n') 0.01616269222445457
('reestructuración', 'n') 0.015891051348265333
('pgr', 'n') 0.015891044066878034
('bien', 'n') 0.015891035028803287
('siglo', 'n') 0.01589103486514156
('herramienta', 'n') 0.015632644609383715
('java', 'n') 0.015632638352054324
('bebida', 'n') 0.015632630930345247
('eduardo', 'n') 0.015386432972250879
('pnud', 'n') 0.01538643296197252
('salida', 'n') 0.015386431824539528
('oferta', 'n') 0.015386430427692088
('fernández', 'n') 0.015386423611742708
('destino', 'n') 0.0151515195483719
('instancia', 'n') 0.015151519523620377
('distrito', 'n') 0.015038223802364857
('procuraduría', 'n') 0.014927045920811486
('dirigencia', 'n') 0.014927031796603972
('serie', 'n') 0.014927029102477434
('espacio', 'n') 0.014927025296735412
('necesidad', 'n') 0.014927024107555621
('par', 'n') 0.014712249538381655
('muerte', 'n') 0.014712242453328472
('hermano', 'n') 0.014712239783163203
('película', 'n') 0.014712236625867542
('agencia', 'n') 0.0145064705824375
('responsables', 'n') 0.014506468894020524
('procurador', 'n') 0.014506465943323782
('verdad', 'n') 0.014309093308308847
('tarjeta', 'n') 0.014309089003757576
('calle', 'n') 0.014119560438263517
('asunto', 'n') 0.014119551307860969
('zona', 'n') 0.013937357139950582
('saldo', 'n') 0.01384901233485748
('madero', 'n') 0.01376205893265148
('vecino', 'n') 0.01376205013222758
('voluntad', 'n') 0.013762046144548502
('junto', 'n') 0.013762037195555287
('crimen', 'n') 0.013121594025849177
('módulo', 'n') 0.012833182951688848
('gobernación', 'n') 0.012695930704174834
('facultad', 'n') 0.012695914778175414
('nota', 'n') 0.012564633422395007
('compañía', 'n') 0.012562968719139707
('gobernador', 'n') 0.012434113390706145
('diálogo', 'n') 0.012434109373081956
('antonio', 'n') 0.012309162456775255
('flor', 'n') 0.012187879133421679
('tonelada', 'n') 0.012070120503867758
('subsidio', 'n') 0.011736317934484786
('ramo', 'n') 0.01163106615397652
('reunión', 'n') 0.011528570699485407
('conflicto', 'n') 0.011331486978458927
('financiera', 'n') 0.011319772118433921
('estudio', 'n') 0.011236670681459213
('periodismo', 'n') 0.011053956889470182
('empleo', 'n') 0.010879869296903143
('realidad', 'n') 0.010713738042819334
('asesinato', 'n') 0.010403159948527939
('francisco', 'n') 0.010329632156231245
('diputado', 'n') 0.01018715749725424
('asociación', 'n') 0.010187139440916903
('cabo', 'n') 0.009226159629298973
('auditoría', 'n') 0.009174722782053552
('sindicato', 'n') 0.009074429888237976
('consejo', 'n') 0.008792267237509723
('hora', 'n') 0.00866069688795814
('foro', 'n') 0.008494368659530785
('colosio', 'n') 0.007663400677079858
('luis', 'n') 0.007036747869343156
('programa', 'n') 0.006675587400566189
('colonia', 'n') 0.006598461026332771
('ciudad', 'n') 0.00643418483050855
('abandonando', 'n') 0.0
('abarrotado', 'n') 0.0
('abasto', 'n') 0.0
('abbasso', 'n') 0.0
('abitia', 'n') 0.0
('abono', 'n') 0.0
('abrego', 'n') 0.0
('absuelto', 'n') 0.0
('abuso', 'n') 0.0
('acapulco', 'n') 0.0
('acarreo', 'n') 0.0
('acaso', 'n') 0.0
('accidente', 'n') 0.0
('accionista', 'n') 0.0
('acelera', 'n') 0.0
('acelerado', 'n') 0.0
('acercaba', 'n') 0.0
('acero', 'n') 0.0
('acertada', 'n') 0.0
('acompaña', 'n') 0.0
('acompañamiento', 'n') 0.0
('acontecimiento', 'n') 0.0
('acopio', 'n') 0.0
('acoplamiento', 'n') 0.0
('activa', 'n') 0.0
('activo', 'n') 0.0
('acto', 'n') 0.0
('actualizados', 'n') 0.0
('acumulación', 'n') 0.0
('adeudos', 'n') 0.0
('adición', 'n') 0.0
('adjudicados', 'n') 0.0
('adjunta', 'n') 0.0
('adjunto', 'n') 0.0
('administrativo', 'n') 0.0
('admirarla', 'n') 0.0
('adornado', 'n') 0.0
('adquisición', 'n') 0.0
('adujo', 'n') 0.0
('adulto', 'n') 0.0
('advenedizo', 'n') 0.0
('advenimiento', 'n') 0.0
('advertencia', 'n') 0.0
('advertiría', 'n') 0.0
('aerolíneas', 'n') 0.0
('aeronave', 'n') 0.0
('aeroportuarias', 'n') 0.0
('afectados', 'n') 0.0
('afiliados', 'n') 0.0
('afirma', 'n') 0.0
('aforismo', 'n') 0.0
('afortunados', 'n') 0.0
('africa', 'n') 0.0
('afuera', 'n') 0.0
('agenda', 'n') 0.0
('agente', 'n') 0.0
('agilidad', 'n') 0.0
('agonía', 'n') 0.0
('agradezco', 'n') 0.0
('agradezgo', 'n') 0.0
('agrarias', 'n') 0.0
('agrario', 'n') 0.0
('agrarios', 'n') 0.0
('agrarismo', 'n') 0.0
('agraristas', 'n') 0.0
('agregado', 'n') 0.0
('agremiados', 'n') 0.0
('agro', 'n') 0.0
('agrupación', 'n') 0.0
('agrupadas', 'n') 0.0
('agua', 'n') 0.0
('aguda', 'n') 0.0
('agudiza', 'n') 0.0
('aguinaco', 'n') 0.0
('ahogada', 'n') 0.0
('ahorita', 'n') 0.0
('aire', 'n') 0.0
('ala', 'n') 0.0
('alargamiento', 'n') 0.0
('albino', 'n') 0.0
('alcalde', 'n') 0.0
('alcance', 'n') 0.0
('alcanza', 'n') 0.0
('alcayaga', 'n') 0.0
('alcohólica', 'n') 0.0
('alejados', 'n') 0.0
('alejandro', 'n') 0.0
('alejémonos', 'n') 0.0
('alemanista', 'n') 0.0
('alerta', 'n') 0.0
('alertado', 'n') 0.0
('alfa', 'n') 0.0
('alfaro', 'n') 0.0
('alfonso', 'n') 0.0
('alfredo', 'n') 0.0
('alimenticios', 'n') 0.0
('alimento', 'n') 0.0
('allegada', 'n') 0.0
('allora', 'n') 0.0
('almacenada', 'n') 0.0
('almoloya', 'n') 0.0
('alonso', 'n') 0.0
('alpha', 'n') 0.0
('altamirano', 'n') 0.0
('alterno', 'n') 0.0
('alto', 'n') 0.0
('altura', 'n') 0.0
('alumno', 'n') 0.0
('alvarado', 'n') 0.0
('alvaro', 'n') 0.0
('alzamiento', 'n') 0.0
('amarra', 'n') 0.0
('amañadas', 'n') 0.0
('amelia', 'n') 0.0
('amenaza', 'n') 0.0
('america', 'n') 0.0
('amiga', 'n') 0.0
('amor', 'n') 0.0
('amparo', 'n') 0.0
('américa', 'n') 0.0
('anarquía', 'n') 0.0
('anciano', 'n') 0.0
('andrómeda', 'n') 0.0
('anexo', 'n') 0.0
('angel', 'n') 0.0
('angloamericanos', 'n') 0.0
('angustia', 'n') 0.0
('angustioso', 'n') 0.0
('anomalía', 'n') 0.0
('ansioso', 'n') 0.0
('antagónicas', 'n') 0.0
('antaño', 'n') 0.0
('antecesor', 'n') 0.0
('antelmo', 'n') 0.0
('anteproyecto', 'n') 0.0
('anticipa', 'n') 0.0
('antigüita', 'n') 0.0
('antuna', 'n') 0.0
('apapacho', 'n') 0.0
('aparato', 'n') 0.0
('aparición', 'n') 0.0
('apartadas', 'n') 0.0
('apartado', 'n') 0.0
('apegadas', 'n') 0.0
('apego', 'n') 0.0
('apelación', 'n') 0.0
('aplicando', 'n') 0.0
('aportados', 'n') 0.0
('apoteótica', 'n') 0.0
('apoyadas', 'n') 0.0
('apreciación', 'n') 0.0
('apresta', 'n') 0.0
('aprobación', 'n') 0.0
('aprovechada', 'n') 0.0
('aprovechamiento', 'n') 0.0
('aprovechemos', 'n') 0.0
('aproximados', 'n') 0.0
('aragón', 'n') 0.0
('arancel', 'n') 0.0
('arbitraria', 'n') 0.0
('archivo', 'n') 0.0
('arena', 'n') 0.0
('argumento', 'n') 0.0
('arma', 'n') 0.0
('armando', 'n') 0.0
('armónico', 'n') 0.0
('arquitecto', 'n') 0.0
('arquitectura', 'n') 0.0
('arrancando', 'n') 0.0
('arrastra', 'n') 0.0
('arreglo', 'n') 0.0
('arreola', 'n') 0.0
('arresto', 'n') 0.0
('arroba', 'n') 0.0
('arroyo', 'n') 0.0
('arte', 'n') 0.0
('artista', 'n') 0.0
('arturo', 'n') 0.0
('arzobispo', 'n') 0.0
('asalariado', 'n') 0.0
('asaltante', 'n') 0.0
('asambleístas', 'n') 0.0
('asegura', 'n') 0.0
('asegurados', 'n') 0.0
('asesor', 'n') 0.0
('asesoría', 'n') 0.0
('asigna', 'n') 0.0
('asimila', 'n') 0.0
('aspiración', 'n') 0.0
('astronauta', 'n') 0.0
('astroso', 'n') 0.0
('astucia', 'n') 0.0
('ataba', 'n') 0.0
('atenderlo', 'n') 0.0
('atinado', 'n') 0.0
('atraso', 'n') 0.0
('atravesarlo', 'n') 0.0
('atribución', 'n') 0.0
('audio', 'n') 0.0
('auditorio', 'n') 0.0
('augusta', 'n') 0.0
('ausentismo', 'n') 0.0
('auspiciado', 'n') 0.0
('australia', 'n') 0.0
('auto', 'n') 0.0
('autoconsumo', 'n') 0.0
('automático', 'n') 0.0
('autonomía', 'n') 0.0
('autor', 'n') 0.0
('autoritarismo', 'n') 0.0
('auténtico', 'n') 0.0
('autónoma', 'n') 0.0
('auxilia', 'n') 0.0
('avalúos', 'n') 0.0
('avenida', 'n') 0.0
('aversión', 'n') 0.0
('avila', 'n') 0.0
('avión', 'n') 0.0
('ayala', 'n') 0.0
('ayuda', 'n') 0.0
('azcapotzalco', 'n') 0.0
('azteca', 'n') 0.0
('azúcar', 'n') 0.0
('aérea', 'n') 0.0
('baile', 'n') 0.0
('balance', 'n') 0.0
('baldenegro', 'n') 0.0
('balneario', 'n') 0.0
('bancaria', 'n') 0.0
('bancario', 'n') 0.0
('bancarios', 'n') 0.0
('bancarrota', 'n') 0.0
('bandera', 'n') 0.0
('bandido', 'n') 0.0
('bando', 'n') 0.0
('banobras', 'n') 0.0
('banqueta', 'n') 0.0
('baranda', 'n') 0.0
('barca', 'n') 0.0
('barco', 'n') 0.0
('barra', 'n') 0.0
('barreda', 'n') 0.0
('bartola', 'n') 0.0
('basta', 'n') 0.0
('basura', 'n') 0.0
('baño', 'n') 0.0
('beca', 'n') 0.0
('bell', 'n') 0.0
('bendición', 'n') 0.0
('beneficiando', 'n') 0.0
('beneficiario', 'n') 0.0
('beneficio', 'n') 0.0
('benito', 'n') 0.0
('benévolo', 'n') 0.0
('bezanilla', 'n') 0.0
('bicicleta', 'n') 0.0
('bienintencionado', 'n') 0.0
('bienvenidos', 'n') 0.0
('biofísicos', 'n') 0.0
('bla', 'n') 0.0
('blaha', 'n') 0.0
('blanco', 'n') 0.0
('bloquea', 'n') 0.0
('bobo', 'n') 0.0
('boca', 'n') 0.0
('boeing', 'n') 0.0
('bolita', 'n') 0.0
('bombardea', 'n') 0.0
('bonhomía', 'n') 0.0
('bordo', 'n') 0.0
('borja', 'n') 0.0
('brecha', 'n') 0.0
('bretaña', 'n') 0.0
('brote', 'n') 0.0
('brusca', 'n') 0.0
('burladas', 'n') 0.0
('butírica', 'n') 0.0
('búfalo', 'n') 0.0
('búho', 'n') 0.0
('caballero', 'n') 0.0
('caballeroso', 'n') 0.0
('cabida', 'n') 0.0
('cabildo', 'n') 0.0
('cabina', 'n') 0.0
('cabrera', 'n') 0.0
('cadena', 'n') 0.0
('cairo', 'n') 0.0
('cajero', 'n') 0.0
('calabozo', 'n') 0.0
('caldaria', 'n') 0.0
('caldera', 'n') 0.0
('calificando', 'n') 0.0
('californianas', 'n') 0.0
('callista', 'n') 0.0
('calumnia', 'n') 0.0
('cama', 'n') 0.0
('camacho', 'n') 0.0
('camina', 'n') 0.0
('camioneras', 'n') 0.0
('campa', 'n') 0.0
('campamento', 'n') 0.0
('campaña', 'n') 0.0
('campesinado', 'n') 0.0
('campo', 'n') 0.0
('canacintra', 'n') 0.0
('canaco', 'n') 0.0
('canadá', 'n') 0.0
('canalizarlos', 'n') 0.0
('cancino', 'n') 0.0
('candado', 'n') 0.0
('candidato', 'n') 0.0
('candidatura', 'n') 0.0
('cano', 'n') 0.0
('cansancio', 'n') 0.0
('cantinflas', 'n') 0.0
('canto', 'n') 0.0
('capacitación', 'n') 0.0
('capitalina', 'n') 0.0
('capitalinas', 'n') 0.0
('capitalinos', 'n') 0.0
('capitalismo', 'n') 0.0
('capricho', 'n') 0.0
